entry_time,exit_time,position_type,P_entry,exit_price,PnL,capital_used,position_size
2024-11-01 10:49:03.709,2024-11-03 17:00:05.216,short,1.08482,1.08779,-2.7377813830867237,1000,921.8119134971702
2024-11-05 19:30:16.462,2024-11-05 19:45:03.019,short,1.0878,1.08469,2.8589814304101564,1000,919.2866335723478
2024-11-06 01:13:22.097,2024-11-06 01:40:37.410,short,1.07358,1.07085,2.5428938691107317,1000,931.4629557182511
2024-11-06 06:17:42.558,2024-11-06 07:29:57.625,short,1.0724,1.0697,2.517717269675424,1000,932.4878776575904
2024-11-08 03:05:43.187,2024-11-08 11:09:43.448,short,1.07663,1.07371,2.712166668214738,1000,928.8242014433928
2024-11-13 09:52:42.043,2024-11-13 10:07:00.356,short,1.05951,1.05678,2.5766627969532134,1000,943.8325263565233
2024-11-14 15:05:07.317,2024-11-15 01:46:45.636,short,1.05262,1.05541,-2.650529155820781,1000,950.0104501149514
2024-11-15 09:36:31.158,2024-11-18 04:23:07.949,short,1.05343,1.05638,-2.80037591486858,1000,949.2799711418888
2024-11-19 04:19:57.554,2024-11-19 08:03:16.918,short,1.05462,1.05757,-2.7972160588648123,1000,948.2088335134931
